案件, 縣市, 鄉鎮市區, 同意票數, 不同意票數, 有效票數, 投票權人數
c08, 基隆市, 信義區, 17958, 4332, 22290, 46014
c08, 基隆市, 安樂區, 26895, 7380, 34275, 70396
c08, 基隆市, 暖暖區, 12703, 3527, 16230, 33225
c08, 宜蘭縣, , 148910, 43259, 192169, 386089
c08, 宜蘭縣, 三星鄉, 6724, 2119, 8843, 19051
c08, 宜蘭縣, 五結鄉, 13195, 3768, 16963, 34892
c08, 宜蘭縣, 冬山鄉, 17407, 4801, 22208, 45405
c08, 宜蘭縣, 南澳鄉, 1987, 422, 2409, 4644
c08, 宜蘭縣, 員山鄉, 10219, 3058, 13277, 28131
c08, 宜蘭縣, 壯圍鄉, 8149, 2591, 10740, 21447
c08, 宜蘭縣, 大同鄉, 1581, 471, 2052, 4935
c08, 宜蘭縣, 宜蘭市, 32163, 8747, 40910, 79167
c08, 宜蘭縣, 礁溪鄉, 11552, 3510, 15062, 31084
c08, 宜蘭縣, 羅東鎮, 23361, 6884, 30245, 57686
c08, 宜蘭縣, 蘇澳鎮, 13182, 4065, 17247, 34512
c08, 宜蘭縣, 頭城鎮, 9390, 2823, 12213, 25135
c08, 屏東縣, , 245566, 79966, 325532, 711720
c08, 屏東縣, 三地門鄉, 2208, 644, 2852, 6373
c08, 屏東縣, 九如鄉, 6601, 2369, 8970, 19132
c08, 屏東縣, 佳冬鄉, 5317, 1854, 7171, 17063
c08, 屏東縣, 來義鄉, 2576, 642, 3218, 6257
c08, 屏東縣, 內埔鄉, 14890, 4816, 19706, 47558
c08, 屏東縣, 南州鄉, 3279, 1098, 4377, 9479
c08, 屏東縣, 屏東市, 63176, 19070, 82246, 170148
c08, 屏東縣, 崁頂鄉, 4227, 1400, 5627, 12270
c08, 屏東縣, 恆春鎮, 8345, 2490, 10835, 25661
c08, 屏東縣, 新園鄉, 10269, 3577, 13846, 30706
c08, 屏東縣, 新埤鄉, 2880, 990, 3870, 9033
c08, 屏東縣, 春日鄉, 739, 233, 972, 3923
c08, 屏東縣, 東港鎮, 13572, 4579, 18151, 39495
c08, 屏東縣, 枋寮鄉, 7292, 2451, 9743, 21394
c08, 屏東縣, 枋山鄉, 1616, 530, 2146, 4856
c08, 屏東縣, 林邊鄉, 5553, 1908, 7461, 15691
c08, 屏東縣, 泰武鄉, 1791, 580, 2371, 4344
c08, 屏東縣, 滿州鄉, 2123, 663, 2786, 7206
c08, 屏東縣, 潮州鎮, 16580, 5151, 21731, 46444
c08, 屏東縣, 牡丹鄉, 1305, 314, 1619, 4314
c08, 屏東縣, 獅子鄉, 1382, 314, 1696, 4230
c08, 屏東縣, 琉球鄉, 2962, 827, 3789, 10706
c08, 屏東縣, 瑪家鄉, 2346, 681, 3027, 5663
c08, 屏東縣, 竹田鄉, 5777, 2046, 7823, 15353
c08, 屏東縣, 萬丹鄉, 14920, 5311, 20231, 43478
c08, 屏東縣, 萬巒鄉, 5697, 2105, 7802, 17945
c08, 屏東縣, 車城鄉, 2023, 694, 2717, 7595
c08, 屏東縣, 里港鄉, 7701, 2799, 10500, 22128
c08, 屏東縣, 長治鄉, 9433, 3174, 12607, 26256
c08, 屏東縣, 霧臺鄉, 1106, 340, 1446, 2950
c08, 屏東縣, 高樹鄉, 6482, 2513, 8995, 21697
c08, 屏東縣, 鹽埔鄉, 7560, 2514, 10074, 22402
c08, 屏東縣, 麟洛鄉, 3838, 1289, 5127, 9970
c08, 彰化縣, , 427390, 128963, 556353, 1066994
c08, 彰化縣, 二林鎮, 15723, 4767, 20490, 42976
c08, 彰化縣, 二水鄉, 5356, 1784, 7140, 13339
c08, 彰化縣, 伸港鄉, 12385, 3334, 15719, 30407
c08, 彰化縣, 北斗鎮, 11209, 3312, 14521, 27593
c08, 彰化縣, 和美鎮, 30448, 9110, 39558, 75286
c08, 彰化縣, 員林市, 41186, 12364, 53550, 102028
c08, 彰化縣, 埔心鄉, 12457, 4053, 16510, 29642
c08, 彰化縣, 埔鹽鄉, 11850, 3486, 15336, 28026
c08, 彰化縣, 埤頭鄉, 9625, 2777, 12402, 25677
c08, 彰化縣, 大城鄉, 3820, 1117, 4937, 14713
c08, 彰化縣, 大村鄉, 13152, 3807, 16959, 31492
c08, 彰化縣, 彰化市, 81200, 25213, 106413, 190995
c08, 彰化縣, 永靖鄉, 12889, 3845, 16734, 31239
c08, 彰化縣, 溪州鄉, 8824, 2685, 11509, 25405
c08, 彰化縣, 溪湖鎮, 18816, 5155, 23971, 45147
c08, 彰化縣, 田中鎮, 14080, 4422, 18502, 35391
c08, 彰化縣, 田尾鄉, 9787, 2791, 12578, 23179
c08, 彰化縣, 社頭鄉, 14676, 4415, 19091, 36306
c08, 彰化縣, 福興鄉, 14835, 4407, 19242, 39745
c08, 彰化縣, 秀水鄉, 13411, 4221, 17632, 32394
c08, 彰化縣, 竹塘鄉, 4516, 1489, 6005, 12821
c08, 彰化縣, 線西鄉, 5907, 1723, 7630, 14065
c08, 彰化縣, 芬園鄉, 7792, 2316, 10108, 20408
c08, 彰化縣, 花壇鄉, 15558, 5026, 20584, 38924
c08, 彰化縣, 芳苑鄉, 9529, 2813, 12342, 29291
c08, 彰化縣, 鹿港鎮, 28359, 8531, 36890, 70505
c08, 新北市, , 1300337, 403443, 1703780, 3375513
c08, 新北市, 三峽區, 35036, 10500, 45536, 94291
c08, 新北市, 三芝區, 6742, 2135, 8877, 20119
c08, 新北市, 三重區, 122219, 42907, 165126, 329846
c08, 新北市, 中和區, 142856, 39619, 182475, 355978
c08, 新北市, 五股區, 26234, 8658, 34892, 72443
c08, 新北市, 八里區, 11981, 3941, 15922, 32970
c08, 新北市, 土城區, 76760, 24004, 100764, 200783
c08, 新北市, 坪林區, 1957, 618, 2575, 5891
c08, 新北市, 平溪區, 1333, 447, 1780, 4321
c08, 新北市, 新店區, 111123, 28106, 139229, 264053
c08, 新北市, 新莊區, 134468, 44611, 179079, 344981
c08, 新北市, 板橋區, 176926, 59047, 235973, 463411
c08, 新北市, 林口區, 34725, 10463, 45188, 86203
c08, 新北市, 樹林區, 57950, 18893, 76843, 152102
c08, 新北市, 永和區, 80629, 22072, 102701, 187798
c08, 新北市, 汐止區, 65487, 19406, 84893, 173831
c08, 新北市, 泰山區, 24980, 7590, 32570, 64252
c08, 新北市, 淡水區, 55441, 16540, 71981, 147272
c08, 新北市, 深坑區, 7992, 2416, 10408, 20624
c08, 新北市, 烏來區, 1982, 542, 2524, 5264
c08, 新北市, 瑞芳區, 11838, 3585, 15423, 35036
c08, 新北市, 石碇區, 2232, 829, 3061, 6861
c08, 新北市, 石門區, 3696, 1170, 4866, 10528
c08, 新北市, 萬里區, 6579, 2039, 8618, 19297
c08, 新北市, 蘆洲區, 60780, 20753, 81533, 167457
c08, 新北市, 貢寮區, 3171, 1167, 4338, 11279
c08, 新北市, 金山區, 6535, 2082, 8617, 18978
c08, 新北市, 雙溪區, 2599, 814, 3413, 7999
c08, 新北市, 鶯歌區, 26086, 8489, 34575, 71645
c08, 新竹市, , 141640, 43061, 184701, 351775
c08, 新竹市, 北區, 48668, 14935, 63603, 123122
c08, 新竹市, 東區, 66631, 20584, 87215, 163757
c08, 新竹市, 香山區, 26341, 7542, 33883, 64896
c08, 新竹縣, , 183636, 50494, 234130, 445051
c08, 新竹縣, 五峰鄉, 1217, 347, 1564, 3997
c08, 新竹縣, 北埔鄉, 3310, 931, 4241, 8180
c08, 新竹縣, 寶山鄉, 5520, 1553, 7073, 12973
c08, 新竹縣, 尖石鄉, 2272, 655, 2927, 7364
c08, 新竹縣, 峨眉鄉, 2134, 612, 2746, 5068
c08, 新竹縣, 新埔鎮, 11786, 3223, 15009, 28894
c08, 新竹縣, 新豐鄉, 18567, 5228, 23795, 45790
c08, 新竹縣, 橫山鄉, 4816, 1321, 6137, 11346
c08, 新竹縣, 湖口鄉, 26304, 7039, 33343, 63511
c08, 新竹縣, 竹北市, 58887, 16366, 75253, 137129
c08, 新竹縣, 竹東鎮, 31275, 8381, 39656, 78794
c08, 新竹縣, 芎林鄉, 7308, 2084, 9392, 17293
c08, 新竹縣, 關西鎮, 10240, 2754, 12994, 24712
c08, 桃園市, , 669790, 192616, 862406, 1801823
c08, 桃園市, 中壢區, 130138, 34651, 164789, 334402
c08, 桃園市, 八德區, 59933, 17095, 77028, 165065
c08, 桃園市, 大園區, 25568, 8256, 33824, 73900
c08, 桃園市, 大溪區, 28638, 8815, 37453, 78285
c08, 桃園市, 平鎮區, 71904, 18993, 90897, 183560
c08, 桃園市, 復興區, 3560, 968, 4528, 9766
c08, 桃園市, 新屋區, 16095, 5142, 21237, 41461
c08, 桃園市, 桃園區, 130494, 39403, 169897, 359790
c08, 桃園市, 楊梅區, 51985, 13752, 65737, 137917
c08, 桃園市, 蘆竹區, 46150, 14602, 60752, 129252
c08, 桃園市, 觀音區, 19477, 5998, 25475, 55149
c08, 桃園市, 龍潭區, 40185, 10399, 50584, 101574
c08, 桃園市, 龜山區, 45663, 14542, 60205, 131702
c08, 澎湖縣, , 28232, 7910, 36142, 90405
c08, 澎湖縣, 七美鄉, 667, 211, 878, 3374
c08, 澎湖縣, 望安鄉, 1192, 333, 1525, 4628
c08, 澎湖縣, 湖西鄉, 3825, 1035, 4860, 12741
c08, 澎湖縣, 白沙鄉, 2443, 756, 3199, 8625
c08, 澎湖縣, 西嶼鄉, 1618, 461, 2079, 7382
c08, 澎湖縣, 馬公市, 18487, 5114, 23601, 53655
c08, 臺中市, , 950822, 273963, 1224785, 2295642
c08, 臺中市, 中區, 5704, 1769, 7473, 14696
c08, 臺中市, 北區, 50598, 14519, 65117, 124621
c08, 臺中市, 北屯區, 95846, 25843, 121689, 227720
c08, 臺中市, 南區, 45430, 13472, 58902, 103643
c08, 臺中市, 南屯區, 59274, 16840, 76114, 135448
c08, 臺中市, 后里區, 18679, 5157, 23836, 44962
c08, 臺中市, 和平區, 4208, 1007, 5215, 9498
c08, 臺中市, 外埔區, 11290, 3099, 14389, 27059
c08, 臺中市, 大安區, 6763, 1921, 8684, 16520
c08, 臺中市, 大甲區, 25384, 7620, 33004, 63069
c08, 臺中市, 大肚區, 19777, 5502, 25279, 47457
c08, 臺中市, 大里區, 68915, 20147, 89062, 171769
c08, 臺中市, 大雅區, 32177, 8781, 40958, 77189
c08, 臺中市, 太平區, 61930, 17365, 79295, 157926
c08, 臺中市, 新社區, 7705, 2101, 9806, 20860
c08, 臺中市, 東勢區, 17561, 4978, 22539, 43181
c08, 臺中市, 東區, 26338, 8256, 34594, 64291
c08, 臺中市, 梧棲區, 18726, 5879, 24605, 47040
c08, 臺中市, 沙鹿區, 29978, 8985, 38963, 74207
c08, 臺中市, 清水區, 29604, 8760, 38364, 71528
c08, 臺中市, 潭子區, 37158, 10407, 47565, 89487
c08, 臺中市, 烏日區, 25559, 7417, 32976, 61705
c08, 臺中市, 石岡區, 5359, 1555, 6914, 12880
c08, 臺中市, 神岡區, 22607, 6854, 29461, 54565
c08, 臺中市, 西區, 39299, 12191, 51490, 95040
c08, 臺中市, 西屯區, 78086, 21557, 99643, 183814
c08, 臺中市, 豐原區, 58195, 17585, 75780, 136658
c08, 臺中市, 霧峰區, 23502, 6672, 30174, 55225
c08, 臺中市, 龍井區, 25170, 7724, 32894, 63584
c08, 臺北市, , 892660, 295984, 1188644, 2228430
c08, 臺北市, 中山區, 75659, 27107, 102766, 195148
c08, 臺北市, 中正區, 51892, 17351, 69243, 128292
c08, 臺北市, 信義區, 77960, 24430, 102390, 190444
c08, 臺北市, 內湖區, 97954, 30319, 128273, 236824
c08, 臺北市, 北投區, 82553, 27879, 110432, 213250
c08, 臺北市, 南港區, 41696, 13143, 54839, 101907
c08, 臺北市, 士林區, 92720, 33559, 126279, 241854
c08, 臺北市, 大同區, 40451, 16258, 56709, 107557
c08, 臺北市, 大安區, 101321, 33964, 135285, 252645
c08, 臺北市, 文山區, 98167, 28002, 126169, 227211
c08, 臺北市, 松山區, 70346, 22879, 93225, 169278
c08, 臺北市, 萬華區, 61941, 21093, 83034, 164020
c08, 臺南市, , 541984, 188192, 730176, 1594821
c08, 臺南市, 七股區, 5675, 1847, 7522, 19950
c08, 臺南市, 下營區, 6324, 2082, 8406, 20947
c08, 臺南市, 中西區, 23255, 9332, 32587, 65261
c08, 臺南市, 仁德區, 23085, 7505, 30590, 64632
c08, 臺南市, 佳里區, 17798, 5733, 23531, 50407
c08, 臺南市, 六甲區, 5861, 2209, 8070, 19144
c08, 臺南市, 北區, 39802, 14099, 53901, 110906
c08, 臺南市, 北門區, 2613, 829, 3442, 9925
c08, 臺南市, 南化區, 2452, 783, 3235, 7786
c08, 臺南市, 南區, 36014, 13298, 49312, 108650
c08, 臺南市, 善化區, 13391, 4901, 18292, 39950
c08, 臺南市, 大內區, 2664, 835, 3499, 8654
c08, 臺南市, 學甲區, 7007, 2508, 9515, 22567
c08, 臺南市, 安南區, 54864, 19800, 74664, 159654
c08, 臺南市, 安定區, 9082, 3227, 12309, 26104
c08, 臺南市, 安平區, 19061, 6603, 25664, 55379
c08, 臺南市, 官田區, 5689, 2207, 7896, 18675
c08, 臺南市, 將軍區, 4896, 1613, 6509, 17754
c08, 臺南市, 山上區, 1824, 635, 2459, 6511
c08, 臺南市, 左鎮區, 1219, 412, 1631, 4418
c08, 臺南市, 後壁區, 5961, 2055, 8016, 20841
c08, 臺南市, 新化區, 13258, 4349, 17607, 37296
c08, 臺南市, 新市區, 10793, 3857, 14650, 30386
c08, 臺南市, 新營區, 22398, 6951, 29349, 64949
c08, 臺南市, 東區, 56699, 19840, 76539, 153359
c08, 臺南市, 東山區, 4312, 1513, 5825, 18471
c08, 臺南市, 柳營區, 6048, 1944, 7992, 18804
c08, 臺南市, 楠西區, 2534, 745, 3279, 8528
c08, 臺南市, 歸仁區, 20119, 7113, 27232, 57387
c08, 臺南市, 永康區, 69493, 22722, 92215, 195001
c08, 臺南市, 玉井區, 4041, 1204, 5245, 12357
c08, 臺南市, 白河區, 6685, 2443, 9128, 24894
c08, 臺南市, 西港區, 6716, 2122, 8838, 21564
c08, 臺南市, 關廟區, 10370, 3637, 14007, 29913
c08, 臺南市, 鹽水區, 6743, 2449, 9192, 22121
c08, 臺南市, 麻豆區, 12101, 4413, 16514, 37963
c08, 臺南市, 龍崎區, 1137, 377, 1514, 3713
c08, 臺東縣, , 65521, 18824, 84345, 185996
c08, 臺東縣, 卑南鄉, 5255, 1631, 6886, 14976
c08, 臺東縣, 大武鄉, 1577, 542, 2119, 5266
c08, 臺東縣, 太麻里鄉, 2997, 971, 3968, 9666
c08, 臺東縣, 延平鄉, 974, 337, 1311, 2930
c08, 臺東縣, 成功鎮, 4010, 1193, 5203, 12426
c08, 臺東縣, 東河鄉, 2087, 663, 2750, 7635
c08, 臺東縣, 池上鄉, 2209, 673, 2882, 7162
c08, 臺東縣, 海端鄉, 1129, 391, 1520, 3278
c08, 臺東縣, 綠島鄉, 1147, 300, 1447, 3579
c08, 臺東縣, 臺東市, 34531, 9173, 43704, 87803
c08, 臺東縣, 蘭嶼鄉, 991, 401, 1392, 4181
c08, 臺東縣, 達仁鄉, 1291, 270, 1561, 3137
c08, 臺東縣, 金峰鄉, 1060, 340, 1400, 3028
c08, 臺東縣, 長濱鄉, 1590, 511, 2101, 6484
c08, 臺東縣, 關山鎮, 2662, 701, 3363, 7509
c08, 臺東縣, 鹿野鄉, 2011, 727, 2738, 6936
c08, 花蓮縣, , 104153, 28095, 132248, 278059
c08, 花蓮縣, 光復鄉, 3925, 1155, 5080, 11417
c08, 花蓮縣, 卓溪鄉, 1819, 555, 2374, 4947
c08, 花蓮縣, 吉安鄉, 28209, 7124, 35333, 72116
c08, 花蓮縣, 壽豐鄉, 5963, 1879, 7842, 15847
c08, 花蓮縣, 富里鄉, 2782, 822, 3604, 9065
c08, 花蓮縣, 新城鄉, 6668, 1798, 8466, 17029
c08, 花蓮縣, 玉里鎮, 6519, 1916, 8435, 20650
c08, 花蓮縣, 瑞穗鄉, 3429, 1006, 4435, 10279
c08, 花蓮縣, 秀林鄉, 4254, 1246, 5500, 12562
c08, 花蓮縣, 花蓮市, 33828, 8590, 42418, 84807
c08, 花蓮縣, 萬榮鄉, 1802, 667, 2469, 5269
c08, 花蓮縣, 豐濱鄉, 1172, 403, 1575, 4395
c08, 花蓮縣, 鳳林鎮, 3783, 934, 4717, 9676
c08, 苗栗縣, , 188547, 53465, 242012, 461580
c08, 苗栗縣, 三灣鄉, 2335, 716, 3051, 5852
c08, 苗栗縣, 三義鄉, 6123, 1538, 7661, 13889
c08, 苗栗縣, 公館鄉, 11979, 3364, 15343, 28318
c08, 苗栗縣, 卓蘭鎮, 6104, 1799, 7903, 14772
c08, 苗栗縣, 南庄鄉, 3033, 885, 3918, 8784
c08, 苗栗縣, 大湖鄉, 4829, 1347, 6176, 12653
c08, 苗栗縣, 後龍鎮, 11546, 3888, 15434, 30948
c08, 苗栗縣, 泰安鄉, 2425, 688, 3113, 5180
c08, 苗栗縣, 獅潭鄉, 1444, 370, 1814, 3968
c08, 苗栗縣, 竹南鎮, 28011, 7800, 35811, 68528
c08, 苗栗縣, 苑裡鎮, 14932, 5203, 20135, 38890
c08, 苗栗縣, 苗栗市, 32286, 8001, 40287, 74249
c08, 苗栗縣, 西湖鄉, 2586, 661, 3247, 6382
c08, 苗栗縣, 通霄鎮, 10444, 3914, 14358, 29709
c08, 苗栗縣, 造橋鄉, 4538, 1279, 5817, 11027
c08, 苗栗縣, 銅鑼鄉, 6444, 1608, 8052, 15424
c08, 苗栗縣, 頭份市, 34955, 9243, 44198, 83617
c08, 苗栗縣, 頭屋鄉, 4533, 1161, 5694, 9390
c08, 連江縣, , 4705, 769, 5474, 11205
c08, 連江縣, 北竿鄉, 903, 142, 1045, 2125
c08, 連江縣, 南竿鄉, 2708, 425, 3133, 6461
c08, 連江縣, 東引鄉, 484, 78, 562, 1138
c08, 連江縣, 莒光鄉, 610, 124, 734, 1481
c08, 金門縣, , 34139, 6816, 40955, 122695
c08, 金門縣, 烈嶼鄉, 3412, 556, 3968, 11676
c08, 金門縣, 烏坵鄉, 135, 20, 155, 567
c08, 金門縣, 金城鎮, 10346, 2034, 12380, 37815
c08, 金門縣, 金寧鄉, 7708, 1798, 9506, 28162
c08, 金門縣, 金沙鎮, 5095, 960, 6055, 18560
c08, 金門縣, 金湖鎮, 7443, 1448, 8891, 25915
c08, 雲林縣, , 201784, 65207, 266991, 584480
c08, 雲林縣, 二崙鄉, 7014, 2497, 9511, 23367
c08, 雲林縣, 元長鄉, 6174, 2194, 8368, 22830
c08, 雲林縣, 北港鎮, 12097, 4026, 16123, 33958
c08, 雲林縣, 口湖鄉, 7192, 2367, 9559, 24193
c08, 雲林縣, 古坑鄉, 9830, 3001, 12831, 27477
c08, 雲林縣, 四湖鄉, 5233, 1748, 6981, 20983
c08, 雲林縣, 土庫鎮, 8329, 2817, 11146, 24412
c08, 雲林縣, 大埤鄉, 5714, 1835, 7549, 16509
c08, 雲林縣, 崙背鄉, 6625, 2318, 8943, 21050
c08, 雲林縣, 斗六市, 37013, 10854, 47867, 89761
c08, 雲林縣, 斗南鎮, 14869, 4663, 19532, 38138
c08, 雲林縣, 東勢鄉, 4190, 1419, 5609, 13239
c08, 雲林縣, 林內鄉, 5852, 1805, 7657, 15551
c08, 雲林縣, 水林鄉, 6110, 2137, 8247, 22508
c08, 雲林縣, 臺西鄉, 6272, 1982, 8254, 21125
c08, 雲林縣, 莿桐鄉, 8735, 3012, 11747, 24570
c08, 雲林縣, 虎尾鎮, 21498, 6641, 28139, 58167
c08, 雲林縣, 褒忠鄉, 3862, 1292, 5154, 11381
c08, 雲林縣, 西螺鎮, 13352, 4447, 17799, 38142
c08, 雲林縣, 麥寮鄉, 11823, 4152, 15975, 37119
c08, 高雄市, , 944727, 307838, 1252565, 2353342
c08, 高雄市, 三民區, 116063, 39799, 155862, 289519
c08, 高雄市, 仁武區, 30136, 9368, 39504, 73611
c08, 高雄市, 內門區, 4045, 1307, 5352, 13002
c08, 高雄市, 六龜區, 3583, 1077, 4660, 11501
c08, 高雄市, 前金區, 9714, 3464, 13178, 23928
c08, 高雄市, 前鎮區, 63622, 21376, 84998, 161797
c08, 高雄市, 大寮區, 38152, 12176, 50328, 97309
c08, 高雄市, 大樹區, 13775, 4495, 18270, 36772
c08, 高雄市, 大社區, 11407, 4150, 15557, 30046
c08, 高雄市, 小港區, 53331, 17489, 70820, 132733
c08, 高雄市, 岡山區, 35021, 10410, 45431, 81244
c08, 高雄市, 左營區, 70034, 20435, 90469, 161367
c08, 高雄市, 彌陀區, 6672, 2280, 8952, 16487
c08, 高雄市, 新興區, 17858, 6745, 24603, 44355
c08, 高雄市, 旗山區, 11993, 3911, 15904, 31996
c08, 高雄市, 旗津區, 7980, 2930, 10910, 24860
c08, 高雄市, 杉林區, 3178, 1039, 4217, 10607
c08, 高雄市, 林園區, 21562, 7309, 28871, 59129
c08, 高雄市, 桃源區, 1284, 348, 1632, 3498
c08, 高雄市, 梓官區, 11955, 4135, 16090, 31025
c08, 高雄市, 楠梓區, 63689, 19693, 83382, 153132
c08, 高雄市, 橋頭區, 13387, 4597, 17984, 32565
c08, 高雄市, 永安區, 4954, 1826, 6780, 12001
c08, 高雄市, 湖內區, 9563, 3311, 12874, 25729
c08, 高雄市, 燕巢區, 9937, 3265, 13202, 26012
c08, 高雄市, 田寮區, 1969, 745, 2714, 6671
c08, 高雄市, 甲仙區, 1786, 515, 2301, 5417
c08, 高雄市, 美濃區, 13355, 3817, 17172, 35311
c08, 高雄市, 苓雅區, 60364, 21461, 81825, 146786
c08, 高雄市, 茂林區, 784, 183, 967, 1615
c08, 高雄市, 茄萣區, 8933, 3368, 12301, 26212
c08, 高雄市, 路竹區, 17563, 5709, 23272, 43850
c08, 高雄市, 那瑪夏區, 937, 275, 1212, 2424
c08, 高雄市, 阿蓮區, 8896, 3061, 11957, 24534
c08, 高雄市, 鳥松區, 16185, 5680, 21865, 39191
c08, 高雄市, 鳳山區, 125228, 38044, 163272, 300510
c08, 高雄市, 鹽埕區, 8031, 3161, 11192, 21617
c08, 高雄市, 鼓山區, 47801, 14884, 62685, 114979
c09, 全國, , 7791856, 2231425, 10023281, 19757067
c09, 南投縣, , 178955, 46704, 225659, 427089
c09, 南投縣, 中寮鄉, 5406, 1473, 6879, 13181
c09, 南投縣, 仁愛鄉, 4727, 1405, 6132, 12589
c09, 南投縣, 信義鄉, 4802, 1623, 6425, 13299
c09, 南投縣, 南投市, 38111, 9402, 47513, 84328
c09, 南投縣, 名間鄉, 14150, 3930, 18080, 33408
c09, 南投縣, 國姓鄉, 6677, 1824, 8501, 16597
c09, 南投縣, 埔里鎮, 29122, 7155, 36277, 68763
c09, 南投縣, 水里鄉, 6143, 1693, 7836, 15458
c09, 南投縣, 竹山鎮, 18660, 4928, 23588, 47034
c09, 南投縣, 草屯鎮, 35644, 9073, 44717, 82922
c09, 南投縣, 集集鎮, 3923, 1084, 5007, 9611
c09, 南投縣, 魚池鄉, 5432, 1494, 6926, 13958
c09, 南投縣, 鹿谷鄉, 6158, 1620, 7778, 15941
c09, 嘉義市, , 84825, 25741, 110566, 221553
c09, 嘉義市, 東區, 38093, 12423, 50516, 100647
c09, 嘉義市, 西區, 46732, 13318, 60050, 120906
c09, 嘉義縣, , 149984, 47427, 197411, 442775
c09, 嘉義縣, 中埔鄉, 12424, 3869, 16293, 39139
c09, 嘉義縣, 六腳鄉, 5627, 1792, 7419, 20821
c09, 嘉義縣, 大埔鄉, 1505, 446, 1951, 3999
c09, 嘉義縣, 大林鎮, 9524, 2915, 12439, 26922
c09, 嘉義縣, 太保市, 11386, 3585, 14971, 31568
c09, 嘉義縣, 布袋鎮, 7715, 2385, 10100, 23965
c09, 嘉義縣, 新港鄉, 9650, 3135, 12785, 27342
c09, 嘉義縣, 朴子市, 12495, 3747, 16242, 35191
c09, 嘉義縣, 東石鄉, 5321, 1829, 7150, 21915
c09, 嘉義縣, 梅山鄉, 6323, 1919, 8242, 17083
c09, 嘉義縣, 民雄鄉, 22263, 7199, 29462, 61209
c09, 嘉義縣, 水上鄉, 15484, 5157, 20641, 43857
c09, 嘉義縣, 溪口鄉, 4264, 1472, 5736, 13105
c09, 嘉義縣, 番路鄉, 3930, 1119, 5049, 10156
c09, 嘉義縣, 竹崎鄉, 10766, 3339, 14105, 31228
c09, 嘉義縣, 義竹鄉, 5589, 1748, 7337, 16647
c09, 嘉義縣, 阿里山鄉, 1540, 400, 1940, 4691
c09, 嘉義縣, 鹿草鄉, 4178, 1371, 5549, 13937
c09, 基隆市, , 119425, 33714, 153139, 320030
c09, 基隆市, 七堵區, 17292, 5343, 22635, 46256
c09, 基隆市, 中山區, 15210, 4487, 19697, 41856
c09, 基隆市, 中正區, 15237, 4438, 19675, 45545
c09, 基隆市, 仁愛區, 13796, 4161, 17957, 36738
c09, 基隆市, 信義區, 17997, 4548, 22545, 46014
c09, 基隆市, 安樂區, 27117, 7202, 34319, 70396
c09, 基隆市, 暖暖區, 12776, 3535, 16311, 33225
c09, 宜蘭縣, , 149047, 45210, 194257, 386089
c09, 宜蘭縣, 三星鄉, 6720, 2202, 8922, 19051
c09, 宜蘭縣, 五結鄉, 13187, 3935, 17122, 34892
c09, 宜蘭縣, 冬山鄉, 17337, 5095, 22432, 45405
c09, 宜蘭縣, 南澳鄉, 1938, 476, 2414, 4644
c09, 宜蘭縣, 員山鄉, 10227, 3218, 13445, 28131
c09, 宜蘭縣, 壯圍鄉, 8267, 2706, 10973, 21447
c09, 宜蘭縣, 大同鄉, 1552, 486, 2038, 4935
c09, 宜蘭縣, 宜蘭市, 32123, 9145, 41268, 79167
c09, 宜蘭縣, 礁溪鄉, 11637, 3652, 15289, 31084
c09, 宜蘭縣, 羅東鎮, 23633, 7130, 30763, 57686
c09, 宜蘭縣, 蘇澳鎮, 13047, 4165, 17212, 34512
c09, 宜蘭縣, 頭城鎮, 9379, 3000, 12379, 25135
c09, 屏東縣, , 248756, 79806, 328562, 711720
c09, 屏東縣, 三地門鄉, 2114, 776, 2890, 6373
c09, 屏東縣, 九如鄉, 6789, 2253, 9042, 19132
c09, 屏東縣, 佳冬鄉, 5642, 1673, 7315, 17063
c09, 屏東縣, 來義鄉, 2515, 662, 3177, 6257
c09, 屏東縣, 內埔鄉, 15290, 4786, 20076, 47558
c09, 屏東縣, 南州鄉, 3287, 1090, 4377, 9479
c09, 屏東縣, 屏東市, 64458, 18343, 82801, 170148
c09, 屏東縣, 崁頂鄉, 4264, 1436, 5700, 12270
c09, 屏東縣, 恆春鎮, 8238, 2668, 10906, 25661
c09, 屏東縣, 新園鄉, 10271, 3619, 13890, 30706
c09, 屏東縣, 新埤鄉, 2922, 1058, 3980, 9033
c09, 屏東縣, 春日鄉, 719, 261, 980, 3923
c09, 屏東縣, 東港鎮, 13808, 4617, 18425, 39495
c09, 屏東縣, 枋寮鄉, 7274, 2544, 9818, 21394
c09, 屏東縣, 枋山鄉, 1577, 577, 2154, 4856
c09, 屏東縣, 林邊鄉, 5595, 1994, 7589, 15691
c09, 屏東縣, 泰武鄉, 1771, 611, 2382, 4344
c09, 屏東縣, 滿州鄉, 2125, 650, 2775, 7206
c09, 屏東縣, 潮州鎮, 16646, 5232, 21878, 46444
c09, 屏東縣, 牡丹鄉, 1251, 370, 1621, 4314
c09, 屏東縣, 獅子鄉, 1346, 367, 1713, 4230
c09, 屏東縣, 琉球鄉, 2928, 867, 3795, 10706
c09, 屏東縣, 瑪家鄉, 2264, 780, 3044, 5663
c09, 屏東縣, 竹田鄉, 5870, 2003, 7873, 15353
c09, 屏東縣, 萬丹鄉, 15318, 5129, 20447, 43478
c09, 屏東縣, 萬巒鄉, 5851, 2028, 7879, 17945
