季度,股本,股價,營業收入,營業毛利,營業利益,業外損益,稅後淨利,ROE,ROA,EPS,BPS
2248,4.76,44.3,14.1,4.24,1.75,0.14,1.55,11.4,5.79,3.36,31.27
2250,3.64,94.7,25.4,4.35,1.4,-0.02,1.1,5.31,3,3.19,56.92
2254,6.39,62.4,4.27,1.16,0.1,-0.18,-0.07,-0.6,-0.3,-0.11,17.99
2258,174,40.2,35.7,7.14,-24.3,1.76,-22.5,-14.1,-11.6,-1.29,8.5
2301,232,134,1217,284,121,24.2,113,12.9,5.51,4.94,36.84
2302,16.6,16,6.34,2.34,0.94,-0.06,0.66,3.64,2.54,0.4,10.78
2303,1256,42.2,1757,499,317,24.2,317,8.53,5.6,2.54,28.76
2305,20.6,11.1,5.28,2.21,-0.01,0.59,0.03,1.62,1.28,0.02,10.84
2308,260,648,3933,1343,575,47,428,16.9,8.61,16.47,92.68
2312,151,18.8,1206,80.3,32.8,-10.9,12.7,4.62,1.45,0.85,14.63
2313,119,69.7,550,102,58.4,-3.08,43,9.69,4.99,3.61,37.17
2314,10.6,9.53,10.1,-0.45,-5.97,1.06,-5,-95.8,-13.6,-4.71,2.17
2316,18.3,84.8,26.2,-0.82,-4.1,30.6,19.6,18.2,12.1,10.81,64.22
2317,1396,192,54967,3448,1736,375,1441,8.79,3.48,10.38,117.18
2321,1.43,16.3,5.58,1.69,0.03,0.01,-0.04,-0.17,-0.06,-0.3,6.66
2323,109,8.5,52.7,12.7,0.15,4.11,4.08,2.23,1.47,0.37,16.26
2324,441,29.2,5667,316,80,-0.68,46.2,4.04,1.37,1.06,29.17
2327,51.8,352,970,347,211,13.4,169,10.5,4.66,8.22,313.48
2328,51.8,48.4,168,20.4,9.42,1.16,6.31,4.42,3.03,1.22,26.85
2329,56,41.5,145,21.7,10.9,0.89,10.1,8.67,5.07,1.41,15.75
2330,2593,1175,27630,16293,13712,781,12121,25.9,17.2,46.75,192.74
2331,55.7,19,146,16.1,0.8,11.2,8.03,7,3.43,1.44,20.04
2332,60.2,17.4,99.3,24.8,-1.24,0.86,-2.89,-1.65,-1.14,-0.48,14.08
2337,186,21,212,32.6,-33.1,-0.26,-30.1,-6.97,-3.91,-1.62,22.86
2338,31.7,35.9,46.7,4,-4.06,-6.08,-8.11,-23.5,-5.25,-3.56,16.43
2340,43.9,22.6,32.6,-0.36,-9.3,-0.73,-9.61,-13.6,-7.04,-2.2,15.6
2342,15.8,23.1,15.9,2.61,-0.3,-0.06,-0.36,-1.47,-1.08,-0.23,15.04
2344,450,21.3,628,200,14.4,-8.49,5.4,0.08,0.05,0.12,21.08
2345,56.1,927,1763,320,230,-4.2,180,41.8,16,32.18,88.73
2347,167,63.4,2849,121,53.6,26.9,57.1,7.77,2.83,3.42,44.51
2348,15.2,92.1,44.2,16.5,11.4,-2.24,5.96,6.03,1.37,3.61,43.18
2349,69.4,10.7,58.7,7.46,-0.83,-0.35,-2.34,-1.75,-0.95,-0.34,7.54
2351,18.2,78.6,76.6,9.57,3.22,-0.81,1.58,2.55,1.49,0.86,37.1
2352,158,28.4,1557,261,25.8,-1.99,10.9,2.19,0.67,0.59,17.51
2353,305,30.7,2013,214,32.8,21.9,27.1,4.54,1.72,0.9,24.38
2354,141,68.1,1136,40.5,15.2,19.2,23.7,2.19,1.43,1.68,72.72
2355,39.7,34.9,118,12.6,2.76,2.65,3.8,2.26,1.64,0.96,41.27
2356,359,42.8,5199,278,102,-9.06,66.2,10.2,2.12,1.85,19.59
2357,74.3,652,5360,793,303,117,332,12.3,6.24,44.63,346.61
2359,17.1,143,31.8,7.05,0.38,-0.18,0.16,0.39,0.24,0.1,32.39
2360,42.5,502,197,122,62.1,43,91.4,33.4,23.1,21.67,69.59
2362,62.2,43.3,153,35,13.2,-3.65,9.11,2.14,0.93,1.57,70.32
2363,51.5,54.5,20,6.53,-0.71,8.64,7.51,4.61,4.37,1.46,33.51
2364,5.24,92.7,11.6,4.63,1.73,-0.09,1.65,24.3,10.4,3.14,14.94
2365,22.2,41.9,7.15,2.95,0.49,0.14,0.5,1.59,1.39,0.22,13.45
2367,70.6,27.5,125,20.9,6.37,-0.91,5.06,4.07,2.2,0.71,17.27
2368,49.2,402,436,142,101,-1.65,66.8,27.7,12.6,13.61,53.86
2369,38,16.2,40.1,-1.29,-4.06,0.22,-3.69,-7.45,-5.24,-0.99,12.73
2371,215,38.9,370,63.9,17.5,1.48,13.8,1.87,0.91,0.65,28.44
2373,23.6,57.6,80.1,37.1,5.76,2.24,6.26,7.89,3.8,2.79,30.59
2374,32.5,72.2,65.7,17.7,6.07,-0.19,4.88,5.88,4.15,1.52,23.84
2375,10.9,60.2,42.1,8.5,3.9,0.93,3.01,3.14,2.11,2.77,87.03
2376,67,280,2476,260,130,-0.37,92.2,17.9,7.81,13.77,82.81
2377,84.5,137,1726,188,48.7,2.9,41.2,7.84,3.76,4.87,61.69
2379,51.3,551,964,487,120,22.5,121,24.1,9.93,23.59,92.5
2380,21.7,4.92,21,6.9,0.61,0.48,1.03,25.7,5.01,0.47,1.95
2382,386,273,14851,1079,634,44.2,528,23.4,5.38,13.7,55.4
2383,35.8,1135,693,210,142,0.82,109,27.5,12.6,31.23,124.18
2385,76,135,726,134,64.2,15.3,58.3,13,6.49,8.01,56.72
2387,19.5,43,145,21.3,9.02,-0.86,4.95,3.91,2.13,2.56,51.35
2388,55.6,60.5,65,15.2,-10,4.77,-6.11,-2.69,-1.73,-1.1,36.29
2390,19.3,10.6,5.1,1.11,-0.21,0.39,0.14,0.59,0.5,0.07,12.23
2392,-,52.1,692,-66.7,-136,-6.5,-22.3,-,-,-4.81,-
2393,44.3,68.4,150,47.1,20.4,-0.12,14.8,7.44,5.13,3.34,42.96
2395,86.4,332,530,211,87.6,2.53,74.9,14.3,10.4,8.67,59.35
2397,11.4,71.5,82.7,21.7,5.68,-0.58,2.83,6.66,3.18,2.48,29.47
2399,17.8,18.7,14.2,0.85,-1.12,0.81,-0.19,-0.87,-0.73,-0.11,12.09
2401,59.2,21.3,48.1,22.5,0.4,1.49,-1.52,0.68,0.52,-0.26,13.88
2402,30.8,48.7,81.2,15.3,6.7,0.39,5.67,8.28,4.15,1.86,21.74
2404,19.1,919,455,97,81.3,1.02,64.2,42.2,11.3,34.07,83.05
2405,34.3,17.7,12.9,5.13,-0.48,-0.11,-0.52,-1.55,-1.3,-0.15,10.15
2406,35.1,18,40.4,3.68,-4.48,-4.11,-3.21,-10.6,-5.55,-0.92,10.25
2408,310,51.2,365,2.25,-65.4,10.4,-44.8,-2.78,-2.19,-1.45,50.78
2409,755,12.5,2112,248,8.38,47.1,39.6,2.57,1.05,0.52,19.55
2412,776,133,1705,649,372,9.19,294,7.78,5.85,3.79,48.55
2413,12.7,19.3,24.7,3.59,-0.05,-0.3,-0.32,-1.7,-0.78,-0.25,14.69
2414,16.2,43.4,215,17,5.54,-0.18,3.86,10.1,4.18,2.38,19.16
2415,9,24.9,17.4,4.72,2.67,-0.22,1.23,5.44,1.83,1.37,17.5
2417,15.7,41.9,24.9,13.8,-0.58,-0.19,-1.03,-2.27,-1.59,-0.8,20.73
2419,32.1,23,63.4,11.2,0.55,-0.32,-0.56,0.71,0.42,-0.17,14.67
2420,15.3,54.9,16.5,7.41,4.49,0.77,4.15,10.7,7.45,2.72,24.59
2421,27.3,122,138,41.9,20,-0.04,15.4,19.2,10.1,5.65,29.74
2423,14.5,50.3,20.8,11.1,3.77,-0.01,2.89,10.3,7.98,2,19.2
2424,5.9,66.6,1.33,0.18,-0.88,0.14,-0.75,-23.6,-14,-1.3,5.01
2425,9.65,34.1,23.4,1.52,-0.21,-0.96,-0.91,-1.38,-0.89,-0.95,23.97
2426,30.1,16.7,18.2,2.34,-0.23,-0.23,-0.54,-1.4,-1.1,-0.18,12.55
2427,19.7,28.6,40.1,11.4,2.75,-0.06,2.19,6.89,3.04,1.11,16.25
2428,12.8,146,60.3,24.4,15.6,0.27,10.8,10.1,6.8,8.43,81.46
2429,8.55,91,3.21,0.08,-0.96,0.21,-0.79,-9.44,-5.68,-0.92,9.49
2430,11.7,24.4,134,19.8,0.89,-0.42,0.38,0.85,0.28,0.32,37.24
2431,11.1,11.9,3.07,-0.07,-0.84,0.28,-0.56,-4.28,-3.72,-0.51,11.36
2432,6.19,28,23.2,2.76,0.58,0.2,0.61,4.97,3.35,0.96,18.57
2433,14.4,49.3,20.3,7.23,2.98,1.29,3.47,8.79,4.96,2.4,22.22
2434,3.7,29,0.35,-0.04,-0.43,0.55,0.12,2.52,1.71,0.32,12.99
2436,20.2,50.8,26.4,7.81,2.04,0.77,2.56,6.79,4.45,1.45,19.67
2438,6.52,26.3,3.2,0.9,-0.62,-0.84,-1.31,-22.1,-8.51,-2.11,5.37
2439,25.4,111,323,39.7,9.12,4.52,9.39,6.76,3.06,3.77,65.13
2440,13.9,12.6,25.9,0.96,0.05,-0.33,-0.36,-2.99,-1.51,-0.26,8.5
2441,56.9,61,125,25.3,20.4,1.54,18.1,7.99,6.86,3.18,40.37
2442,27,26.4,8.05,3.02,1.7,0.64,1.74,3.15,0.64,0.65,18.15
2444,10.2,11.3,8.73,0.31,-1.31,-0.26,-1.57,-17.6,-8.33,-1.54,8.07
2449,122,135,250,87.7,61.9,14.8,87.7,19.2,10.1,7.17,38.51
2451,43.1,102,103,38.3,27.7,0.58,23.1,11.7,10.7,5.37,45.57
2453,10,59.2,50.3,12.8,2.43,0.2,2.2,10.1,4.48,2.2,21.28
2454,160,1387,4458,2138,816,161,824,19.9,12,51.76,263.22
2455,18.5,146,24.2,8.62,4.6,-0.39,3.54,11,7.72,1.92,16.79
2457,42.5,22.9,74.4,15.6,-4.38,0.26,-4.14,-4.36,-2.72,-0.97,21.18
2458,30.4,126,94.7,45.9,23.2,-2.39,17.1,16.2,10.4,5.96,33.45
2459,10.6,61.9,36,9.81,4.63,1.43,4.64,8.02,5.11,4.39,51.01
2460,16.9,18.3,22.2,-0.45,-3.7,-0.47,-4.3,-24.9,-8.59,-2.59,8.75
2461,17.4,16.6,39.3,8.35,0.08,-0.21,-0.54,-1.84,-0.91,-0.32,16.77
2462,15,24,31.4,4.35,1.16,-1.15,0.03,0.1,0.05,0.02,19.73
2464,20.6,64.5,49.9,9.54,-0.18,-1.42,-1.19,-2.26,-0.94,-0.58,23.69
2465,8.39,61.8,35.1,3.39,0.66,-0.36,0.07,1.27,0.33,0.09,6.92
2466,17.3,77.2,8.32,0.1,-2.22,3.91,1.69,8.44,3.94,0.98,11.76
2467,15.7,170,43.6,18.7,6.06,1.88,5.69,11,5.05,3.78,35.13
2468,7,56.4,20.5,1.93,0.58,0.1,0.54,4.33,2.39,0.77,17.76
2471,4.73,52.4,6.84,2.79,0.92,0,0.81,9.06,5.58,1.71,18.02
2472,16.5,81.3,84.1,26.8,16.7,0.08,8.55,10.1,7.42,5.19,48.8
2474,62.4,200,143,44.6,25.1,45.5,47.7,3.18,2.17,7.45,233.45
2476,21.1,90,54.3,16.2,8.61,0.71,5.75,7.5,5.38,2.72,38.04
2477,15.9,23.2,18.9,5.07,1.27,1.89,2.51,5.38,3,1.58,25.29
2478,14.5,43.4,40.5,9.05,4.58,-0.47,3.63,5.29,3.73,2.53,47.15
2480,10.6,169,62.1,15.1,7.63,0.33,6.32,18.8,8.67,5.94,30.83
2481,38.2,57.9,97.4,30,8.49,3.5,8.32,6.39,3.4,2.18,36.3
2482,7.79,19.3,3.89,1.72,-0.56,-0.22,-0.64,-5.42,-4.58,-0.83,14.21
2483,10.8,18.8,13.3,1.23,-0.89,2.56,0.74,2.93,1.82,0.68,23.46
2484,15.9,21.7,18.5,3,0.44,0.04,0.42,1.13,0.93,0.26,23.27
2485,31.8,12.4,16.8,-0.31,-3.98,-0.53,-4.21,-8.41,-6.94,-1.33,15.55
2486,23.4,77.7,45,6.14,0.98,-0.69,0.38,0.91,0.42,0.16,21.78
2488,8,47.2,21.5,5.15,2.76,0.58,2.82,10.4,7.15,3.53,33.51
2489,61,13.6,186,18.4,3.97,2.64,5.38,4.06,2.48,0.81,21.04
2491,8.2,11.8,1.31,0.27,-1.07,1.34,0.4,2.19,1.84,0.49,10.39
2492,48.6,84.6,277,47,15.5,7.49,14.3,3.25,1.88,2.95,97.84
2493,12.7,119,27.8,8.53,5.07,-0.12,4.01,12.9,8.41,3.16,24.26
2495,27.4,21.7,8.33,3.58,0.29,1.09,1.22,2.7,1.73,0.45,16.08
2496,1.91,68.8,6.38,3.41,1.03,0.02,0.83,9.35,5.84,4.36,44.54
2497,12.3,45.1,33.4,8.52,3.34,-0.98,1.83,7.7,4.05,1.49,18.75
2498,83.6,52.1,21.2,7.72,-28.3,118,65.8,27.3,15.6,7.88,31.98
2501,116,20.7,156,44.3,26.5,-0.84,22.1,7.07,2.42,1.91,25.03
2504,118,37.8,168,45.9,37.7,0.31,28.9,10.9,6.76,2.45,22.03
2505,38,19,25.6,7.72,5.03,1.24,5.86,5.59,2.6,1.54,27.9
2506,38.7,9.8,9.2,4.14,0.58,1.2,0.17,1.08,0.72,0.05,21.26
2509,22.5,14.3,1.94,0.45,-0.72,-0.61,-1.38,-3.08,-1.12,-0.62,17.3
2511,162,9.25,59.9,18.2,3.01,0.61,3.3,1.17,0.65,0.2,15.62
2514,39.5,15.5,161,21.5,8.27,1.07,5.18,3.92,2.03,1.43,35.08
2515,153,11.4,147,10.2,5.99,-0.72,4.12,1.84,0.64,0.27,14.45
2516,22.6,15.2,74.1,2.19,0.99,0.31,1.3,7.1,1.74,0.57,8.33
2520,60.9,43.4,162,35.9,21,-0.05,10.3,5.43,2.53,1.72,40.1
2524,36.6,44,32.7,14.8,10.9,-2.72,6.36,3.06,1.57,1.73,57.47
2527,27,26.6,4.61,1.98,-0.07,2.02,1.57,1.02,0.51,0.6,50.48
2528,43.4,29.4,109,22.4,17.7,-0.45,14,18.9,5.38,3.39,17.88
2530,84,30.5,62,25.5,21.7,-0.03,17.4,16,5.69,2.07,12.75
2534,47.4,23,43.9,16.9,10.4,-1.6,8.77,5.94,2.75,1.85,31.58
2535,27.1,59.4,165,18.1,12.6,0.99,11.4,11.2,3.95,4.37,37.71
2536,33.3,28.1,42.1,10.1,7.04,-2.51,3.56,2.81,0.8,1.07,35.92
2537,30.1,11,5.97,2.11,1.14,-0.58,0.31,0.71,0.17,0.1,14.71
2538,44.5,12.1,2.07,1.61,-0.08,3.5,2.48,4.23,1.38,0.56,13.06
2539,119,59.8,99.1,39.9,34.4,0.25,27.9,18.1,8.66,2.34,13.89
2540,94.5,78.5,94.5,19.5,9.3,-1.88,6.3,4.4,1.19,0.68,17.37
2542,207,42.5,144,37.2,18.6,1.26,20.1,2.7,0.65,0.95,25.05
2543,53.2,76.9,81.9,15.9,12.2,1.09,10.2,12.2,5.84,1.93,18.18
2545,38,41.3,56.8,23.7,16.4,-5.78,8.91,6.18,1.54,2.58,39.89
2546,13.1,83.3,157,12.8,9.95,0.93,8.6,15.6,6.16,6.59,43.49
2547,104,11.4,42,21.8,7.86,29.9,28.2,20.8,4.61,2.78,13.71
2548,32,103,48.6,13.7,7.65,0,5.82,2.86,1.04,1.82,61.81
2596,10,32.3,9.06,2.1,1.23,0.03,1.04,4.26,1.78,1.04,20.24
2597,31.1,165,221,37.1,28,2.66,22.5,24.6,10.2,7.25,25.24
2601,82.5,5.94,31.5,19.2,-1.61,-4.36,-2.78,-5.67,-1.82,-0.34,9.11
2603,217,192,2934,773,658,65.3,601,10.5,6.96,27.74,249.78
2605,58.5,22.8,30.3,5.13,2.76,1.08,2.85,1.65,1.32,0.49,27.75
2606,84.5,54.3,113,29.9,24.2,0.65,23.3,6.14,2.73,2.76,41.94
2607,53.4,35.1,130,29.4,17.8,13.2,24.6,7.61,5.42,2.72,55.51
2608,46.7,34.2,96.3,17.7,11.7,-1.05,7.25,6.64,3.48,1.55,26.26
2609,349,60.7,1263,223,155,58.1,148,4.53,3.22,4.24,91.7
2610,608,21.2,1550,274,158,-6.19,110,12.9,3.68,1.81,15.5
2611,18.9,16.3,4.96,1.47,0.02,0.72,0.73,2.74,1.93,0.39,14.19
2612,19.7,50.3,36.3,11.7,7.98,0.98,8.31,6.27,3.14,4.21,64.85
2613,14.8,26.8,25.2,4.32,2.66,-1.18,1.17,3.6,1.2,0.85,23.63
2614,32.7,17.8,40.4,13.5,3.36,1.25,4.64,7.71,2.16,1.42,12.4
2615,281,86,1070,315,269,2.12,214,8.26,5.32,7.64,91.96
2616,13.7,14.5,60.7,4.07,-5.87,-0.01,-6,-16.9,-6.91,-4.41,21.63
2617,41.7,27.7,31.2,12.5,11,0.91,9.86,5.59,3.68,2.36,40.69
2618,540,38.9,1627,384,267,-21.3,185,14.4,5.57,3.43,24.39
2630,20.9,50.3,41,4.51,2.62,-0.3,1.86,5.31,3.08,0.89,16.81
2633,563,27.9,401,174,159,-96.9,50.1,7,1.32,0.89,12.65
2634,94.2,51.1,245,15.8,6.74,-3.78,2.07,1.17,0.41,0.22,18.05
2636,14.2,71.4,160,25.8,5.73,4.93,7.95,8.15,3.84,5.81,65.69
2637,74.6,59.1,118,23,21.7,-3.34,18.2,3.74,2.15,2.44,60.48
2640,5.93,130,23.1,11.4,4.77,0.05,3.86,17.5,9.46,6.51,34.47
2641,32.7,20,17.7,7.21,6.22,-0.75,4.95,6.3,3.83,1.55,23.25
2642,9.55,26.9,29,2.09,-0.99,0.21,-0.61,-2.88,-1.44,-0.64,22.81
2643,3.5,70.4,61.4,4.93,2.82,-0.61,1.64,8.52,5.79,4.7,54.17
2645,37.5,150,133,30.1,25.2,-5.72,15.6,11.8,6.8,4.16,34.98
2646,301,25.6,327,52.1,14.6,-12.1,4.75,1.53,0.38,0.16,10.75
2701,45,11.3,1.92,1.51,1.22,1.39,2.2,2.64,2.27,0.49,18.25
2702,15.7,12.8,10.4,9.01,0.72,-2.37,-0.95,-2.95,-1.29,-0.61,20.01
2704,36.7,43.5,9.95,2.85,-0.17,4.26,3.57,1.31,1.04,0.97,72.62
2705,19.1,17.2,16.2,4.84,0.38,-1.24,-0.86,-1.78,-0.56,-0.45,24.94
2706,50,13.4,2.83,2.22,1.96,1.44,2.78,2.78,2.39,0.56,19.57
2707,12.7,194,50.1,16,12.1,0.43,10.1,23.2,9.96,7.93,28.57
2712,10.5,20.2,4.23,0.98,-0.07,-0.05,-0.12,-1.1,-0.67,-0.11,10.04
2718,8.76,54.1,29.2,19.6,17.5,0.73,13.5,23.8,18.9,15.47,70.46
2719,6.9,38.8,15.4,0.71,-0.39,0.06,-0.33,-4.68,-2.91,-0.47,9.89
2722,14.3,29.4,4.55,1.51,-0.57,-0.01,-0.47,-2.15,-1.6,-0.33,16.93
2723,18,80.2,138,81.8,3.31,-6.65,-7.62,-7.31,-4.09,-4.23,52.82
2724,5.97,21.6,1.15,0.15,-0.22,0.01,-0.21,-4.75,-3.91,-0.35,7.35
2726,2.79,17.4,4.45,2.77,-0.46,-0.06,-0.49,-13.7,-6.65,-1.77,10.35
2727,8.45,228,173,82.5,13.8,-1.09,9.95,21.1,6.41,12.01,51.88
2729,4.34,198,46.2,23.7,3.49,0.07,2.79,11,4.83,6.52,56.77
2731,9.33,156,224,37.7,13.8,1.27,12.4,27.6,10.7,13.31,49.33
2732,4.65,75.3,31.3,16.3,0.88,-0.54,0.13,0.78,0.33,0.28,37.76
2734,5.73,20.6,12.3,1.65,-0.14,-0.46,-0.63,-9.09,-5.66,-1.11,11.59
2736,8,15.9,3.67,1.57,-1.11,-0.17,-1.15,-9.14,-5.26,-1.67,17.81
2739,9.15,38.4,36.9,14.1,2.19,-0.92,0.92,6.07,0.75,1.01,16.4
2745,3.38,123,65.7,8.58,3.71,-0.19,2.78,31.6,11.6,8.23,26.92
2748,10.6,48.4,17.4,5.26,1.69,-0.19,1.17,4.01,2.41,1.11,27.35
2751,1.97,68.3,12.8,6.42,0.74,-0.03,0.65,14.5,6,3.33,20.71
2752,2.67,206,30,15.5,3.82,-0.03,2.99,22.5,12.9,11.18,48.1
2753,6.66,194,64.9,23.2,7.64,-0.07,6.23,16,8.7,9.34,51.9
2754,4.69,89.4,43.2,17.8,2.21,-1.13,0.86,5.06,1.67,1.84,36.91
2755,3.64,143,22.2,6.07,2.16,-0.04,1.7,18.9,8.82,4.67,26.44
2756,2.46,107,8.4,4.61,0.79,0.1,0.66,12.3,5.37,2.71,22.11
2762,11.2,76.5,81.1,13,4.1,-1.08,2.42,8.13,1.34,2.22,25.83
2801,1177,19.6,345,-,-,-,142,6.84,0.43,1.2,18.06
2809,111,-,68.4,-,-,-,25.7,4.49,0.67,2.32,53.95
2812,592,22.2,152,-,-,-,66.9,7.87,0.68,1.13,14.82
2816,22.4,26.2,81,25.4,7.6,0.29,5.97,8.02,2.44,2.67,33.89
2820,134,16,22.5,-,-,-,14.1,5.39,0.55,1.05,20.22
2832,25.4,32.6,54.8,24,11.5,-0.02,9.34,7.85,3.64,2.75,45.47
2834,972,15.7,270,-,-,-,97.9,7.13,0.4,1.01,14.74
2836,184,11.9,37.4,-,-,-,9.39,3.65,0.26,0.49,14.03
2838,434,17.4,153,-,-,-,44.8,5.44,0.44,0.91,18.16
2845,487,13.2,96.1,-,-,-,30.6,4.73,0.35,0.7,14.03
2849,196,13.4,42.2,-,-,-,11.4,3.28,0.31,0.58,18.15
2850,31.6,105,162,60.7,32.2,0.06,26.7,13.8,4.66,8.46,61.96
2851,80,23.4,160,23.1,19,0.01,16,7.7,2.78,2,25.76
2852,30.1,26.3,56.8,20.2,8.9,0,7.31,8.33,3.66,2.43,29.47
2855,160,20.8,86.2,66.6,18.9,11.9,26.7,7.43,1.31,1.67,22.92
2867,590,5.48,588,42.2,4.6,-0.22,9.36,2.28,0.06,0.16,6.92
2880,-,28.7,-,-,-,-,-,-,-,-,-
2881,-,85.4,-,-,-,-,-,-,-,-,-
2882,-,63.5,-,-,-,-,-,-,-,-,-
2883,-,15.3,-,-,-,-,-,-,-,-,-
2884,1617,33.6,677,-,-,-,262,10.2,0.63,1.62,16.09
2885,-,32.8,-,-,-,-,-,-,-,-,-
2886,-,41.8,-,-,-,-,-,-,-,-,-
2887,-,16.9,-,-,-,-,-,-,-,-,-
2889,-,15.4,-,-,-,-,-,-,-,-,-
2890,-,25,-,-,-,-,-,-,-,-,-
2891,-,42.8,-,-,-,-,-,-,-,-,-
2892,-,29.4,-,-,-,-,-,-,-,-,-
2897,281,9.1,76.6,-,-,-,15.9,4.2,0.38,0.53,14.35
2901,7.3,26,0.97,0.83,0.14,0.09,0.18,2.08,1.82,0.25,11.98
2903,142,21.5,236,140,27.3,-5.92,15.7,4.89,1.29,1.12,21.7
2904,7.78,17.6,3.75,1.31,0.78,0.16,0.78,6.1,4.12,1,16.38
2905,111,12.4,1396,681,571,409,5.58,2.78,0.08,0.53,15
2906,20.9,15,64.3,18.6,2.42,0.25,0.2,2.57,1.32,0.1,16.03
2908,51,19.9,254,62.8,0.97,-1.32,0.34,-1.31,-0.28,0.07,13.2
2910,17.5,21.2,3.89,3.43,2.12,-0.15,1.58,5.8,2.59,0.9,15.45
2911,10.5,4.94,17.3,6.41,-3.75,0.07,-3.67,-97.4,-10.6,-3.49,1.48
2912,104,257,2610,899,113,20.2,89,20.7,3.77,8.56,37.9
2913,79,14.8,3.65,1.39,-0.12,-0.73,-0.85,-0.68,-0.4,-0.11,15.76
2915,110,53.4,19.5,7.55,1.28,71.3,70,6.92,6.13,6.71,92.62
2916,6.46,47.2,13.4,7.24,1.61,0.36,1.57,10,7.45,2.43,23.63
2923,174,23.1,24.4,10.4,-4.28,-3.37,-7.76,-1.27,-0.52,-0.45,27.3
2924,5.2,28.1,0.38,0.14,-0.37,0.01,-0.37,-7.1,-4.26,-0.71,9.57
2926,4.74,44.8,50.7,19.3,0.16,0.22,0.16,2.57,0.1,0.34,12.44
2929,10.9,9.33,12,1.96,-0.44,0.12,-0.33,-1.16,-0.88,-0.3,25.13
2937,4.35,42.2,34.6,7.65,1.1,-0.01,0.88,8.54,2.65,2.02,23.8
2939,4.55,27.4,2.22,0.2,-1.22,-0.23,-1.46,-22.2,-16,-3.2,12.76
2941,1.54,54.7,7.02,4.46,0.39,0.01,0.32,8.75,5.22,2.07,23.11
2945,6.75,38.2,110,29.9,1.23,-0.2,0.97,4.38,1.4,1.44,28.03
2947,2.15,91.7,17,6.78,0.73,-0.04,0.55,7.05,1.83,2.61,37.37
2948,3.1,39.7,16.3,6.63,0.77,-0.08,0.5,4.87,2.22,1.62,32.05
2949,3.06,79.4,38.9,4.55,0.97,-0.05,0.67,6.03,2.58,2.21,34.73
3002,10.2,15.5,5.34,1,-0.26,0.8,0.48,3.25,2.37,0.48,12.06
3003,15.6,51.5,32.3,7.25,2.19,-0.54,0.77,1.34,1.06,0.5,40.7
3004,5.6,130,29.1,7.13,3.64,-0.62,2.45,8.86,3.58,4.4,50.21
3005,62.1,135,291,93.5,47.2,3.78,39.4,15.3,8.8,6.36,38.84
3006,28.6,57,97.7,9.32,-6.29,-1.81,-7.9,-8.13,-4.56,-2.81,34.04
3008,13.3,2347,439,226,172,4.35,146,8,6.89,109.06,1361.97
3010,25.9,97.3,582,45.6,20.4,3.99,16.3,7.63,3.58,6.28,86.32
3011,11.3,14.7,5.91,0.23,-2.54,0.64,-1.72,-12.1,-6.41,-1.53,11.57
3013,20.5,126,75,13.1,6.82,-0.11,5.01,10.9,5.8,2.44,23.17
3014,16.6,133,54.4,29.8,14.4,0.34,12.3,18.4,14,7.62,39.95
3015,18.7,55.7,102,17.8,1.55,2.37,2.96,2.2,1.53,1.58,66.42
3016,28.9,39.3,28.3,1.81,-0.34,0.02,-0.26,-0.52,-0.37,-0.09,16.94
3017,38.8,951,919,234,175,11.9,126,36.5,11.4,32.25,93.32
3018,7.54,14.5,3.95,-0.21,-1.36,-0.4,-1.74,-27.2,-10.5,-2.36,7.5
3019,27.9,149,195,38.8,18.6,4.88,15.4,10.6,6.84,5.51,50.03
3021,9.49,18.2,24.1,3.94,0.96,-0.14,0.45,2.59,1.31,0.47,16.12
3022,17.7,72.4,49.5,16.6,4.88,0.69,4.43,4.06,3,2.51,59.06
3023,24,232,234,56.5,25.6,5.74,24.2,15.9,8.08,10.06,61.18
3024,27.7,13.2,14.5,3.54,1.38,-0.03,0.91,3.03,2,0.33,10.61
3025,5.67,48.6,3.49,2.37,0.54,0.11,0.67,8.21,6.19,1.18,13.3
3026,16.6,83.1,101,19.4,8.85,0.38,7.88,7.42,4.82,4.75,59.01
3027,11.6,28.2,17.7,3.45,0.27,0.38,0.35,1.79,1.27,0.3,18.54
3028,23.7,32.3,303,21.7,9.45,-3.92,4.74,7.83,2.3,2,24.76
3029,16.7,119,194,22.4,11.3,0.78,8.21,14.3,7,4.91,32.74
3030,23.6,172,63.9,36.8,22.8,-1.25,17.9,20.9,16.7,7.59,37.5
3031,17.3,18.7,8.34,2.39,0.6,1.56,1.55,5.16,4.37,0.89,16.37
3032,11.3,102,81.3,18.4,8.42,-8.48,-2.44,-7.95,-2.36,-2.17,23.27
3033,48,31.2,807,31.9,11.3,-4.18,4.9,4.65,1.15,1.03,21.14
3034,60.9,460,778,292,144,7.42,127,19.3,12.9,20.8,104.49
3035,26.1,164,152,36.7,4.72,2.4,5.24,4.15,2.96,2.01,48.68
3036,112,130,8359,348,149,-26.4,93.5,9.65,2.11,8.11,71.73
3037,153,137,965,128,43.1,3.68,31.4,3.67,1.55,2.06,60.25
3038,15.7,22.1,23.3,5.52,1.56,-0.13,1.22,4.58,3.1,0.82,17.15
3040,6.3,65.2,0.95,0.55,0.06,0.43,0.19,1.35,1.09,0.31,21.96
3041,-,27.1,9.67,3.17,-2.3,0.08,-2.73,-,-,-2.1,-
